project_id,project_type,region,date,section,ref,description,unit,quantity,rate,category,amount
P039-LV,LV Reinforcement,Ulster,2025-06-02,Traffic Management,,Provision of traffic management for footpath closure and pedestrian diversion,week,6.0,961.1,Traffic Management,5766.6
P039-LV,LV Reinforcement,Ulster,2025-06-02,Cabling & Terminations,,FUSION SPLICE FIBRE OPTIC CABLE INCLUDING TRAY AND CLOSURE,nr,20.0,45.3,Cabling & Terminations,906.0
P039-LV,LV Reinforcement,Ulster,2025-06-02,Traffic Management,,Provision of traffic management for footpath closure and pedestrian diversion,week,5.0,916.93,Traffic Management,4584.65
P039-LV,LV Reinforcement,Ulster,2025-06-02,Traffic Management,,ROAD CLOSURE LICENCE AND ADVANCE WARNING SIGNAGE,item,1.0,897.63,Traffic Management,897.63
P039-LV,LV Reinforcement,Ulster,2025-06-02,Ducting & Cable Protection,,Supply and lay 160mm diameter twinwall duct including draw rope,m,66.32,25.96,Ducting & Cable Protection,1721.67
P039-LV,LV Reinforcement,Ulster,2025-06-02,Traffic Management,,Road closure licence and advance warning signage,item,1.0,925.12,Traffic Management,925.12
P039-LV,LV Reinforcement,Ulster,2025-06-02,Cabling & Terminations,,Supply and pull in 95mm2 3 core XLPE MV cable c/w all fixings,m,1453.11,29.95,Cabling & Terminations,43520.64
P039-LV,LV Reinforcement,Ulster,2025-06-02,Cabling & Terminations,,Blow in fibre optic cable to existing subduct,m,536.13,3.16,Cabling & Terminations,1694.17
P039-LV,LV Reinforcement,Ulster,2025-06-02,Preliminaries & Site Setup,,"Insurances, bonds and statutory notices",item,1.0,3546.67,Preliminaries & Site Setup,3546.67
P039-LV,LV Reinforcement,Ulster,2025-06-02,Ducting & Cable Protection,,Supply and install draw rope to existing duct,m,469.5,1.21,Ducting & Cable Protection,568.1
P039-LV,LV Reinforcement,Ulster,2025-06-02,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,147.57,61.91,Excavation & Earthworks,9136.06
P039-LV,LV Reinforcement,Ulster,2025-06-02,Excavation & Earthworks,,Excav. trench in existing carriageway including saw cutting and breaking out,m,86.56,37.69,Excavation & Earthworks,3262.45
P039-LV,LV Reinforcement,Ulster,2025-06-02,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,218.02,4.84,Testing & Commissioning,1055.22
P039-LV,LV Reinforcement,Ulster,2025-06-02,Preliminaries & Site Setup,,Temporary fencing and site security hoarding (as drawing),m,18.4,42.44,Preliminaries & Site Setup,780.9
P039-LV,LV Reinforcement,Ulster,2025-06-02,Plant & Equipment Supply,,S&I 315kVA ground mounted transformer,nr,3.0,12292.89,Plant & Equipment Supply,36878.67
P039-LV,LV Reinforcement,Ulster,2025-06-02,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,432.59,Traffic Management,432.59
P039-LV,LV Reinforcement,Ulster,2025-06-02,Ducting & Cable Protection,,Horizontal directional drill 250mm bore including entry and exit pits,m,17.58,358.15,Ducting & Cable Protection,6296.28
P039-LV,LV Reinforcement,Ulster,2025-06-02,Excavation & Earthworks,,Excavation in rock including breaking and removal,m3,31.15,80.02,Excavation & Earthworks,2492.62
P039-LV,LV Reinforcement,Ulster,2025-06-02,Ducting & Cable Protection,,Supply and install draw rope to existing duct,m,1254.31,0.99,Ducting & Cable Protection,1241.77
P039-LV,LV Reinforcement,Ulster,2025-06-02,Excavation & Earthworks,,DEWATERING OF EXCAVATIONS INCL. PUMPS AND SETTLEMENT TANK,week,3.0,952.29,Excavation & Earthworks,2856.87
P039-LV,LV Reinforcement,Ulster,2025-06-02,Cabling & Terminations,,"Earthing installation inc. rods, tape and connections",item,1.0,1908.92,Cabling & Terminations,1908.92
P039-LV,LV Reinforcement,Ulster,2025-06-02,Preliminaries & Site Setup,,"Site set up, welfare unit and secure compound",week,10.0,855.93,Preliminaries & Site Setup,8559.3
P039-LV,LV Reinforcement,Ulster,2025-06-02,Cabling & Terminations,,Fusion splice fibre optic cable including tray and closure,nr,21.0,42.01,Cabling & Terminations,882.21
P039-LV,LV Reinforcement,Ulster,2025-06-02,Road Reinstatement & Surfacing,,Reinstate road markings to match existing,m,96.5,9.02,Road Reinstatement & Surfacing,870.43
P039-LV,LV Reinforcement,Ulster,2025-06-02,Road Reinstatement & Surfacing,,Permanent reinstatement of carriageway to road opening licence standard (as drawing),m2,119.06,74.43,Road Reinstatement & Surfacing,8861.64
P039-LV,LV Reinforcement,Ulster,2025-06-02,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,83.52,5.02,Testing & Commissioning,419.27
P039-LV,LV Reinforcement,Ulster,2025-06-02,Preliminaries & Site Setup,,Site supervision - site agent,week,11.0,1579.16,Preliminaries & Site Setup,17370.76
P039-LV,LV Reinforcement,Ulster,2025-06-02,Plant & Equipment Supply,,Supply & install feeder pillar c/w connections (as drawing),nr,2.0,1514.98,Plant & Equipment Supply,3029.96
P039-LV,LV Reinforcement,Ulster,2025-06-02,Traffic Management,,Road closure licence and advance warning signage,item,1.0,810.22,Traffic Management,810.22
P039-LV,LV Reinforcement,Ulster,2025-06-02,Excavation & Earthworks,,DISPOSAL OF SURPLUS EXCAVATED MATERIAL OFF SITE TO LICENSED FACILITY,m3,551.95,23.82,Excavation & Earthworks,13147.45
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,Pull in LV service cable 95mm2 to dwelling inc. duct entry,m,392.15,19.85,Cabling & Terminations,7784.18
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Excavate trench 450mm wide x 750mm deep in soft ground including support and backfill,m,182.92,29.38,Excavation & Earthworks,5374.19
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Ducting & Cable Protection,,Supply and lay cable protection tiles and marker tape,m,326.82,4.27,Ducting & Cable Protection,1395.52
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Excavation in rock including breaking and removal,m3,71.64,67.3,Excavation & Earthworks,4821.37
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Ducting & Cable Protection,,SUPPLY AND LAY CABLE PROTECTION TILES AND MARKER TAPE,m,3691.49,3.47,Ducting & Cable Protection,12809.47
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Ducting & Cable Protection,,Concrete surround to ducts C20/25,m3,59.69,193.47,Ducting & Cable Protection,11548.22
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,TRENCH SUPPORT TO DEEP EXCAVATION USING PROPRIETARY SHORING,m,12.31,64.13,Excavation & Earthworks,789.44
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Preliminaries & Site Setup,,Mobilisation and demobilisation of plant to site,item,2.0,2831.17,Preliminaries & Site Setup,5662.34
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Chambers & Jointing Bays,,Supply and install precast concrete draw pit 600x600 including cover,nr,9.0,693.28,Chambers & Jointing Bays,6239.52
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,691.92,28.11,Excavation & Earthworks,19449.87
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,FUSION SPLICE FIBRE OPTIC CABLE INCLUDING TRAY AND CLOSURE,nr,171.0,35.37,Cabling & Terminations,6048.27
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Dewatering of excavations including pumps and settlement tank,week,12.0,713.78,Excavation & Earthworks,8565.36
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Ducting & Cable Protection,,Supply and lay cable protection tiles and marker tape,m,1194.13,2.87,Ducting & Cable Protection,3427.15
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Excavation in rock including breaking and removal,m3,30.16,133.83,Excavation & Earthworks,4036.31
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Preliminaries & Site Setup,,"Site set up, welfare unit and secure compound",week,10.0,1022.69,Preliminaries & Site Setup,10226.9
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Excavate trench 900mm wide x 1.5m deep in soft ground c/w support and backfill,m,385.68,32.69,Excavation & Earthworks,12607.88
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Road Reinstatement & Surfacing,,Reinstate road markings to match existing (as drawing),m,64.57,12.69,Road Reinstatement & Surfacing,819.39
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,Terminate MV cable into switchgear inc. testing,nr,5.0,914.91,Cabling & Terminations,4574.55
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Ducting & Cable Protection,,SUPPLY AND LAY 225mm dia twinwall duct c/w draw rope,m,103.38,36.89,Ducting & Cable Protection,3813.69
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,Fusion splice fibre optic cable c/w tray and closure (as drawing),nr,49.0,36.25,Cabling & Terminations,1776.25
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Dewatering of excavations c/w pumps and settlement tank,week,5.0,1448.09,Excavation & Earthworks,7240.45
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Traffic Management,,Provision of traffic management for footpath closure and pedestrian diversion,week,17.0,895.14,Traffic Management,15217.38
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,267.53,39.47,Excavation & Earthworks,10559.41
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Road Reinstatement & Surfacing,,Reinstate road markings to match existing,m,517.04,6.59,Road Reinstatement & Surfacing,3407.29
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Chambers & Jointing Bays,,Supply & install precast concrete draw pit 600x600 inc. cover,nr,15.0,722.62,Chambers & Jointing Bays,10839.3
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Dewatering of excavations including pumps and settlement tank,week,4.0,730.31,Excavation & Earthworks,2921.24
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,593.87,Traffic Management,593.87
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,"Earthing installation including rods, tape and connections",item,1.0,1655.04,Cabling & Terminations,1655.04
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Chambers & Jointing Bays,,Raise or lower existing chamber to finished road level,nr,4.0,375.98,Chambers & Jointing Bays,1503.92
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Road Reinstatement & Surfacing,,Supply and lay 40mm SMA surface course,m2,516.2,23.03,Road Reinstatement & Surfacing,11888.09
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Road Reinstatement & Surfacing,,Reinstate road markings to match existing,m,85.73,11.82,Road Reinstatement & Surfacing,1013.33
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Preliminaries & Site Setup,,"Insurances, bonds and statutory notices (as drawing)",item,1.0,8373.78,Preliminaries & Site Setup,8373.78
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,Blow in fibre optic cable to existing subduct,m,682.95,4.12,Cabling & Terminations,2813.75
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Road Reinstatement & Surfacing,,Planing of existing bituminous surfacing 40mm (as drawing),m2,352.88,7.44,Road Reinstatement & Surfacing,2625.43
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Traffic Management,,Road closure licence and advance warning signage,item,1.0,631.24,Traffic Management,631.24
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Ducting & Cable Protection,,Supply & lay 110mm dia. twinwall duct incl. draw rope,m,499.37,17.18,Ducting & Cable Protection,8579.18
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Excavation in rock including breaking and removal,m3,44.19,147.15,Excavation & Earthworks,6502.56
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Preliminaries & Site Setup,,Site supervision - site agent,week,6.0,2002.23,Preliminaries & Site Setup,12013.38
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Preliminaries & Site Setup,,"Insurances, bonds and statutory notices",item,1.0,3225.52,Preliminaries & Site Setup,3225.52
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Chambers & Jointing Bays,,SUPPLY AND FIT C250 DUCTILE COVER AND FRAME TO CHAMBER,nr,30.0,370.25,Chambers & Jointing Bays,11107.5
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Traffic Management,,Road closure licence and advance warning signage,item,1.0,1083.02,Traffic Management,1083.02
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Preliminaries & Site Setup,,Site supervision - project engineer,week,9.0,1614.38,Preliminaries & Site Setup,14529.42
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Preliminaries & Site Setup,,Mobilisation and demobilisation of plant to site,item,1.0,3318.48,Preliminaries & Site Setup,3318.48
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,10.17,67.52,Excavation & Earthworks,686.68
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Dewatering of excavations including pumps and settlement tank,week,6.0,1168.45,Excavation & Earthworks,7010.7
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Chambers & Jointing Bays,,"Construct type JB9 jointing chamber including excavation, base and backfill",nr,7.0,2555.34,Chambers & Jointing Bays,17887.38
P040-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,Fusion splice fibre optic cable including tray and closure,nr,38.0,28.4,Cabling & Terminations,1079.2
P041-MV,MV Cable Installation,Connacht,2024-09-23,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,44.16,50.36,Excavation & Earthworks,2223.9
P041-MV,MV Cable Installation,Connacht,2024-09-23,Traffic Management,,Road closure licence and advance warning signage,item,1.0,1542.04,Traffic Management,1542.04
P041-MV,MV Cable Installation,Connacht,2024-09-23,Road Reinstatement & Surfacing,,Reinstate road markings to match existing,m,298.67,8.31,Road Reinstatement & Surfacing,2481.95
P041-MV,MV Cable Installation,Connacht,2024-09-23,Road Reinstatement & Surfacing,,Permanent reinstatement of footpath in bitmac to road opening licence standard,m2,1468.81,37.67,Road Reinstatement & Surfacing,55330.07
P041-MV,MV Cable Installation,Connacht,2024-09-23,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,663.75,5.43,Testing & Commissioning,3604.16
P041-MV,MV Cable Installation,Connacht,2024-09-23,Testing & Commissioning,,Testing and energisation of MV network inc. switching,item,1.0,3291.22,Testing & Commissioning,3291.22
P041-MV,MV Cable Installation,Connacht,2024-09-23,Cabling & Terminations,,"Earthing installation incl. rods, tape and connections",item,1.0,1339.14,Cabling & Terminations,1339.14
P041-MV,MV Cable Installation,Connacht,2024-09-23,Cabling & Terminations,,Supply and pull in 95mm2 3 core XLPE MV cable including all fixings,m,53.51,54.72,Cabling & Terminations,2928.07
P041-MV,MV Cable Installation,Connacht,2024-09-23,Cabling & Terminations,,Blow in fibre optic cable to existing subduct,m,1870.77,5.24,Cabling & Terminations,9802.83
P041-MV,MV Cable Installation,Connacht,2024-09-23,Road Reinstatement & Surfacing,,Reinstate road markings to match existing,m,173.81,10.72,Road Reinstatement & Surfacing,1863.24
P041-MV,MV Cable Installation,Connacht,2024-09-23,Plant & Equipment Supply,,Supply and erect 10m public lighting column with LED lantern,nr,25.0,1326.68,Plant & Equipment Supply,33167.0
P041-MV,MV Cable Installation,Connacht,2024-09-23,Excavation & Earthworks,,Excavation in rock including breaking and removal,m3,91.13,113.24,Excavation & Earthworks,10319.56
P041-MV,MV Cable Installation,Connacht,2024-09-23,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,507.87,31.0,Excavation & Earthworks,15743.97
P041-MV,MV Cable Installation,Connacht,2024-09-23,Professional Services & Surveys,,Utility detection survey and slit trenching prior to excavation,nr,21.0,287.17,Professional Services & Surveys,6030.57
P041-MV,MV Cable Installation,Connacht,2024-09-23,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,396.09,6.8,Testing & Commissioning,2693.41
P041-MV,MV Cable Installation,Connacht,2024-09-23,Ducting & Cable Protection,,Horizontal directional drill 250mm bore inc. entry and exit pits,m,72.3,337.81,Ducting & Cable Protection,24423.66
P041-MV,MV Cable Installation,Connacht,2024-09-23,Cabling & Terminations,,Pull in LV service cable 25mm2 to dwelling c/w duct entry,m,14.32,16.85,Cabling & Terminations,241.29
P041-MV,MV Cable Installation,Connacht,2024-09-23,Traffic Management,,Provision of traffic management with two-way portable signals,week,7.0,1794.99,Traffic Management,12564.93
P041-MV,MV Cable Installation,Connacht,2024-09-23,Road Reinstatement & Surfacing,,Supply and lay precast concrete kerbing including haunching,m,46.96,51.75,Road Reinstatement & Surfacing,2430.18
P041-MV,MV Cable Installation,Connacht,2024-09-23,Chambers & Jointing Bays,,Supply and install precast concrete draw pit 600x600 c/w cover,nr,14.0,779.73,Chambers & Jointing Bays,10916.22
P041-MV,MV Cable Installation,Connacht,2024-09-23,Ducting & Cable Protection,,Supply & lay 110mm dia. twinwall duct incl. draw rope,m,158.16,20.21,Ducting & Cable Protection,3196.41
P041-MV,MV Cable Installation,Connacht,2024-09-23,Road Reinstatement & Surfacing,,S&L precast concrete kerbing including haunching,m,621.68,50.17,Road Reinstatement & Surfacing,31189.69
P041-MV,MV Cable Installation,Connacht,2024-09-23,Chambers & Jointing Bays,,Supply & install precast concrete draw pit 600x600 including cover,nr,90.0,440.17,Chambers & Jointing Bays,39615.3
P041-MV,MV Cable Installation,Connacht,2024-09-23,Road Reinstatement & Surfacing,,Permanent reinstatement of carriageway to road opening licence standard,m2,376.06,54.33,Road Reinstatement & Surfacing,20431.34
P041-MV,MV Cable Installation,Connacht,2024-09-23,Preliminaries & Site Setup,,"Site set up, welfare unit and secure compound",week,7.0,681.57,Preliminaries & Site Setup,4770.99
P041-MV,MV Cable Installation,Connacht,2024-09-23,Excavation & Earthworks,,Excavation in rock incl. breaking and removal,m3,22.92,85.3,Excavation & Earthworks,1955.08
P041-MV,MV Cable Installation,Connacht,2024-09-23,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,77.38,43.63,Excavation & Earthworks,3376.09
P041-MV,MV Cable Installation,Connacht,2024-09-23,Professional Services & Surveys,,Topographical survey and setting out of works,day,7.0,630.49,Professional Services & Surveys,4413.43
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,465.93,Traffic Management,465.93
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Chambers & Jointing Bays,,Supply and install precast concrete draw pit 600x600 incl. cover,nr,11.0,362.08,Chambers & Jointing Bays,3982.88
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Road Reinstatement & Surfacing,,Supply and lay precast concrete kerbing c/w haunching,m,99.37,48.3,Road Reinstatement & Surfacing,4799.57
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Watermains,,S&L 90mm PE100 watermain incl. fittings,m,403.51,27.14,Watermains,10951.26
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,2.0,950.11,Professional Services & Surveys,1900.22
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Traffic Management,,Road closure licence and advance warning signage,item,1.0,760.02,Traffic Management,760.02
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Excavation & Earthworks,,Excavation in rock including breaking and removal,m3,100.81,205.42,Excavation & Earthworks,20708.39
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Watermains,,New 25mm water service connection to boundary box,nr,32.0,600.3,Watermains,19209.6
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Testing & Commissioning,,Insulation resistance and continuity testing of installed cable,nr,14.0,194.61,Testing & Commissioning,2724.54
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,166.9,41.08,Excavation & Earthworks,6856.25
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,404.13,Traffic Management,404.13
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Preliminaries & Site Setup,,Temporary fencing and site security hoarding,m,408.55,48.68,Preliminaries & Site Setup,19888.21
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Road Reinstatement & Surfacing,,Planing of existing bituminous surfacing 40mm (as drawing),m2,1056.94,7.55,Road Reinstatement & Surfacing,7979.9
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Watermains,,SUPPLY & INSTALL SLUICE VALVE 200MM C/W SURROUND BOX,nr,2.0,2673.4,Watermains,5346.8
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Watermains,,New 25mm water service connection to boundary box,nr,24.0,395.17,Watermains,9484.08
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,254.4,49.55,Excavation & Earthworks,12605.52
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,81.81,64.34,Excavation & Earthworks,5263.66
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,182.07,4.43,Testing & Commissioning,806.57
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Preliminaries & Site Setup,,"Insurances, bonds and statutory notices (as drawing)",item,1.0,4147.53,Preliminaries & Site Setup,4147.53
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Watermains,,SUPPLY AND INSTALL SLUICE VALVE 150MM INCL. SURROUND BOX,nr,5.0,1241.07,Watermains,6205.35
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Watermains,,Supply & install fire hydrant including marker post,nr,4.0,800.4,Watermains,3201.6
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Watermains,,NEW 25MM WATER SERVICE CONNECTION TO BOUNDARY BOX,nr,26.0,475.53,Watermains,12363.78
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,131.09,38.15,Excavation & Earthworks,5001.08
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Preliminaries & Site Setup,,"Insurances, bonds and statutory notices",item,1.0,7355.91,Preliminaries & Site Setup,7355.91
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Road Reinstatement & Surfacing,,Planing of existing bituminous surfacing 40mm,m2,318.81,8.15,Road Reinstatement & Surfacing,2598.3
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Excavation & Earthworks,,Excavation in rock inc. breaking and removal,m3,63.19,62.61,Excavation & Earthworks,3956.33
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Watermains,,New 25mm water service connection to boundary box,nr,12.0,350.88,Watermains,4210.56
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Chambers & Jointing Bays,,"Construct type JB12 jointing chamber including excavation, base and backfill",nr,6.0,4291.75,Chambers & Jointing Bays,25750.5
P042-WATERMAIN,Watermain Rehabilitation,Ulster,2026-05-06,Road Reinstatement & Surfacing,,Planing of existing bituminous surfacing 40mm (as drawing),m2,224.84,4.61,Road Reinstatement & Surfacing,1036.51
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Chambers & Jointing Bays,,"Construct type JB4 jointing chamber c/w excavation, base and backfill",nr,14.0,1437.42,Chambers & Jointing Bays,20123.88
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Ducting & Cable Protection,,S&I draw rope to existing duct,m,1999.3,1.3,Ducting & Cable Protection,2599.09
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Road Reinstatement & Surfacing,,Permanent reinstatement of footpath in bitmac to road opening licence standard,m2,1234.81,84.87,Road Reinstatement & Surfacing,104798.32
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Road Reinstatement & Surfacing,,Planing of existing bituminous surfacing 40mm (as drawing),m2,1249.27,6.86,Road Reinstatement & Surfacing,8569.99
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,Excavation in rock including breaking and removal,m3,49.96,254.71,Excavation & Earthworks,12725.31
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Preliminaries & Site Setup,,"Insurances, bonds and statutory notices",item,1.0,6527.2,Preliminaries & Site Setup,6527.2
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Traffic Management,,Road closure licence and advance warning signage,item,1.0,1578.89,Traffic Management,1578.89
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Excavation & Earthworks,,EXCAVATION IN ROCK C/W BREAKING AND REMOVAL,m3,39.28,138.62,Excavation & Earthworks,5444.99
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Ducting & Cable Protection,,Supply & install draw rope to existing duct (as drawing),m,811.79,1.49,Ducting & Cable Protection,1209.57
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Road Reinstatement & Surfacing,,Reinstate road markings to match existing,m,301.06,11.12,Road Reinstatement & Surfacing,3347.79
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Ducting & Cable Protection,,SUPPLY AND LAY 225MM DIAMETER TWINWALL DUCT INCLUDING DRAW ROPE,m,188.13,41.85,Ducting & Cable Protection,7873.24
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Chambers & Jointing Bays,,"Construct type JB12 jointing chamber including excavation, base and backfill",nr,4.0,3522.31,Chambers & Jointing Bays,14089.24
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,Terminate MV cable into switchgear including testing (as drawing),nr,7.0,1622.86,Cabling & Terminations,11360.02
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Ducting & Cable Protection,,Horizontal directional drill 125mm bore inc. entry and exit pits,m,67.96,138.41,Ducting & Cable Protection,9406.34
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,Fusion splice fibre optic cable including tray and closure (as drawing),nr,19.0,65.27,Cabling & Terminations,1240.13
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Chambers & Jointing Bays,,S&I precast concrete draw pit 600x600 including cover (as drawing),nr,18.0,966.92,Chambers & Jointing Bays,17404.56
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,Fusion splice fibre optic cable c/w tray and closure,nr,384.0,41.08,Cabling & Terminations,15774.72
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Cabling & Terminations,,Straight joint to MV cable,nr,21.0,1296.39,Cabling & Terminations,27224.19
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Preliminaries & Site Setup,,Mobilisation and demobilisation of plant to site (as drawing),item,1.0,3964.39,Preliminaries & Site Setup,3964.39
P043-FIBRE,Fibre Duct Network,Dublin,2024-03-12,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,2802.24,Professional Services & Surveys,2802.24
